ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance_km,driver_age_group,driver_rating_bin,DistanceCategory
0xd684,LUDHRES18DEL02,22.0,4.8,30.890184,75.829615,30.970184,75.909615,,,,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,26,11.719960263754546,<25,>4.5,11-12 km
0xd99f,LUDHRES18DEL02,31.0,4.7,30.890184,75.829615,30.970184,75.909615,2022-12-02,,,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,16,11.719960263754546,25-34,>4.5,11-12 km
0xd294,LUDHRES18DEL02,22.0,4.6,30.890184,75.829615,30.970184,75.909615,,,,Sunny,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,13,11.719960263754546,<25,>4.5,11-12 km
0xd0b1,LUDHRES03DEL02,36.0,4.6,30.88722,75.804893,30.96722,75.884893,,,,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,41,11.720114258240192,35-44,>4.5,11-12 km
0xd036,LUDHRES03DEL02,33.0,4.1,30.88722,75.804893,30.96722,75.884893,,,,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,34,11.720114258240192,25-34,3.6–4.5,11-12 km
0xd6e3,LUDHRES03DEL02,26.0,4.7,30.88722,75.804893,30.96722,75.884893,2022-12-02,,,Stormy,Low,1,Buffet,motorcycle,1.0,No,Urban,11,11.720114258240192,25-34,>4.5,11-12 km
0xce8e,LUDHRES20DEL02,28.0,4.5,30.885915,75.788259,30.965915,75.868259,,,,Sunny,Jam,1,Meal,motorcycle,0.0,No,Urban,22,11.720182056112947,25-34,3.6–4.5,11-12 km
0xcf3f,LUDHRES20DEL02,37.0,3.5,30.885915,75.788259,30.965915,75.868259,2022-12-02,,,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,38,11.720182056112947,35-44,2.6–3.5,11-12 km
0xcdb2,LUDHRES20DEL02,22.0,5.0,30.885915,75.788259,30.965915,75.868259,,,,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,11.720182056112947,<25,>4.5,11-12 km
0xe27d,LUDHRES09DEL02,32.0,4.0,30.885814,75.786976,30.965814,75.866976,,,,Cloudy,Jam,2,Snack,scooter,1.0,No,Urban,46,11.720187303218541,25-34,3.6–4.5,11-12 km
0xc856,LUDHRES01DEL02,21.0,5.0,30.873988,75.842739,30.953988,75.922739,,,,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,25,11.720801597550349,<25,>4.5,11-12 km
0xc881,LUDHRES01DEL02,22.0,4.9,30.873988,75.842739,30.953988,75.922739,,,,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,35,11.720801597550349,<25,>4.5,11-12 km
0xc8ee,LUDHRES01DEL02,21.0,4.9,30.873988,75.842739,30.953988,75.922739,,,,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,14,11.720801597550349,<25,>4.5,11-12 km
0xc28a,LUDHRES01DEL02,37.0,4.7,30.873988,75.842739,30.953988,75.922739,2022-12-02,,,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,42,11.720801597550349,35-44,>4.5,11-12 km
0xc182,DEHRES19DEL02,28.0,4.8,30.372202,78.077151,30.452202,78.157151,,,,Fog,Jam,1,Drinks,scooter,2.0,Yes,Metropolitian,39,11.746710796659002,25-34,>4.5,11-12 km
0xc99a,DEHRES19DEL02,22.0,4.6,30.372202,78.077151,30.452202,78.157151,,,,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,18,11.746710796659002,<25,>4.5,11-12 km
0xc19c,DEHRES13DEL02,36.0,3.6,30.366322,78.070453,30.446322,78.150453,,,,Stormy,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,43,11.74701258805655,35-44,3.6–4.5,11-12 km
0xd913,DEHRES07DEL02,20.0,4.1,30.362686,78.06889,30.442686,78.14889,,,,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,38,11.74719918481288,<25,3.6–4.5,11-12 km
0xd20a,DEHRES07DEL02,21.0,4.8,30.362686,78.06889,30.442686,78.14889,,,,Cloudy,Medium,1,Meal,scooter,1.0,No,Urban,39,11.74719918481288,<25,>4.5,11-12 km
0xc434,DEHRES07DEL02,35.0,4.8,30.362686,78.06889,30.442686,78.14889,2022-12-02,,,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,49,11.74719918481288,25-34,>4.5,11-12 km
0xcb10,DEHRES06DEL02,33.0,4.8,30.361281,78.068022,30.441281,78.148022,,,,Fog,Jam,2,Snack,electric_scooter,0.0,Yes,Metropolitian,44,11.74727128400586,25-34,>4.5,11-12 km
0xc511,DEHRES06DEL02,26.0,4.7,30.361281,78.068022,30.441281,78.148022,2022-12-02,,,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,35,11.74727128400586,25-34,>4.5,11-12 km
0xd00d,DEHRES06DEL02,22.0,4.9,30.361281,78.068022,30.441281,78.148022,,,,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,22,11.74727128400586,<25,>4.5,11-12 km
0xd922,DEHRES08DEL02,33.0,4.3,30.359722,78.067079,30.439722,78.147079,,,,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,11.747351283055355,25-34,3.6–4.5,11-12 km
0xd4bb,DEHRES08DEL02,28.0,4.7,30.359722,78.067079,30.439722,78.147079,2022-12-02,,,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,21,11.747351283055355,25-34,>4.5,11-12 km
0xc457,DEHRES08DEL02,28.0,4.0,30.359722,78.067079,30.439722,78.147079,,,,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,36,11.747351283055355,25-34,3.6–4.5,11-12 km
0xc57a,DEHRES05DEL02,37.0,4.2,30.346994,78.062543,30.426994,78.142543,,,,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,45,11.74800430051281,35-44,3.6–4.5,11-12 km
0xd353,DEHRES05DEL02,29.0,4.8,30.346994,78.062543,30.426994,78.142543,,,,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,24,11.74800430051281,25-34,>4.5,11-12 km
0xc24d,DEHRES16DEL02,27.0,4.6,30.342509,78.061187,30.422509,78.141187,,,,Sunny,Medium,2,Meal,scooter,0.0,No,Urban,15,11.748234358739852,25-34,>4.5,11-12 km
0xc5a3,DEHRES16DEL02,32.0,4.8,30.342509,78.061187,30.422509,78.141187,2022-12-02,,,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,15,11.748234358739852,25-34,>4.5,11-12 km
0xdf36,DEHRES16DEL02,29.0,4.9,30.342509,78.061187,30.422509,78.141187,,,,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,17,11.748234358739852,25-34,>4.5,11-12 km
0xcaf1,DEHRES04DEL02,25.0,4.8,30.340722,78.060221,30.420722,78.140221,,,,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Urban,30,11.748326016095028,<25,>4.5,11-12 km
0xca45,DEHRES04DEL02,28.0,4.1,30.340722,78.060221,30.420722,78.140221,,,,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,11.748326016095028,25-34,3.6–4.5,11-12 km
0xd723,DEHRES04DEL02,30.0,4.8,30.340722,78.060221,30.420722,78.140221,2022-12-02,,,Cloudy,Jam,1,Buffet,motorcycle,1.0,Yes,Metropolitian,47,11.748326016095028,25-34,>4.5,11-12 km
0xc22f,DEHRES03DEL02,38.0,4.6,30.335259,78.053162,30.415259,78.133162,,,,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25,11.74860619557928,35-44,>4.5,11-12 km
0xc533,DEHRES03DEL02,39.0,3.6,30.335259,78.053162,30.415259,78.133162,,,,Cloudy,Low,2,Buffet,motorcycle,2.0,No,Metropolitian,37,11.74860619557928,35-44,3.6–4.5,11-12 km
0xdc07,DEHRES03DEL02,31.0,4.9,30.335259,78.053162,30.415259,78.133162,,,,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,22,11.74860619557928,25-34,>4.5,11-12 km
0xe06b,DEHRES09DEL02,34.0,4.2,30.332735,78.054222,30.412735,78.134222,2022-12-02,,,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,39,11.748735630962052,25-34,3.6–4.5,11-12 km
0xc796,DEHRES09DEL02,32.0,5.0,30.332735,78.054222,30.412735,78.134222,,,,Stormy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,41,11.748735630962052,25-34,>4.5,11-12 km
0xc6f1,DEHRES09DEL02,34.0,4.7,30.332735,78.054222,30.412735,78.134222,,,,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,48,11.748735630962052,25-34,>4.5,11-12 km
0xc170,DEHRES010DEL02,35.0,4.8,30.328174,78.049117,30.408174,78.129117,,,,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,40,11.748969507649402,25-34,>4.5,11-12 km
0xc461,DEHRES010DEL02,26.0,4.8,30.328174,78.049117,30.408174,78.129117,,,,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,15,11.748969507649402,25-34,>4.5,11-12 km
0xdc55,DEHRES010DEL02,24.0,4.4,30.328174,78.049117,30.408174,78.129117,,,,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,37,11.748969507649402,<25,3.6–4.5,11-12 km
0xce23,DEHRES17DEL02,31.0,4.6,30.327968,78.046106,30.407968,78.126106,,,,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,16,11.748980070213674,25-34,>4.5,11-12 km
0xbfc8,DEHRES17DEL02,31.0,3.5,30.327968,78.046106,30.407968,78.126106,2022-12-02,,,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,39,11.748980070213674,25-34,2.6–3.5,11-12 km
0xc30b,DEHRES17DEL02,35.0,4.7,30.327968,78.046106,30.407968,78.126106,,,,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,21,11.748980070213674,25-34,>4.5,11-12 km
0xc967,DEHRES14DEL02,20.0,4.7,30.319528,78.040267,30.399528,78.120267,,,,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,27,11.749412782894979,<25,>4.5,11-12 km
0xc8d0,DEHRES14DEL02,27.0,4.8,30.319528,78.040267,30.399528,78.120267,,,,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,21,11.749412782894979,25-34,>4.5,11-12 km
0xd75f,DEHRES14DEL02,38.0,4.8,30.319528,78.040267,30.399528,78.120267,,,,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,22,11.749412782894979,35-44,>4.5,11-12 km
0xd0b6,AGRRES05DEL02,20.0,4.0,27.201725,78.007553,27.281725,78.087553,2022-12-02,,,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,11.90305216689285,<25,3.6–4.5,11-12 km
0xd85f,AGRRES05DEL02,39.0,3.9,27.201725,78.007553,27.281725,78.087553,,,,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,41,11.90305216689285,35-44,3.6–4.5,11-12 km
0xd36c,AGRRES05DEL02,38.0,4.0,27.201725,78.007553,27.281725,78.087553,,,,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,39,11.90305216689285,35-44,3.6–4.5,11-12 km
0xdde5,AGRRES04DEL02,33.0,5.0,27.195928,77.998092,27.275928,78.078092,,,,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,27,11.903325884417917,25-34,>4.5,11-12 km
0xc972,AGRRES04DEL02,34.0,4.8,27.195928,77.998092,27.275928,78.078092,2022-12-02,,,Fog,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,38,11.903325884417917,25-34,>4.5,11-12 km
0xe1b1,AGRRES04DEL02,39.0,4.7,27.195928,77.998092,27.275928,78.078092,,,,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,11.903325884417917,35-44,>4.5,11-12 km
0xdf5d,AGRRES12DEL02,24.0,5.0,27.165108,78.015053,27.245108,78.095053,,,,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,38,11.904780345542626,<25,>4.5,11-12 km
0xdf94,AGRRES12DEL02,36.0,4.9,27.165108,78.015053,27.245108,78.095053,,,,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,11.904780345542626,35-44,>4.5,11-12 km
0xc720,AGRRES12DEL02,21.0,5.0,27.165108,78.015053,27.245108,78.095053,,,,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,11.904780345542626,<25,>4.5,11-12 km
0xd3b7,AGRRES12DEL02,25.0,4.8,27.165108,78.015053,27.245108,78.095053,2022-12-02,,,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,27,11.904780345542626,<25,>4.5,11-12 km
0xd3bc,AGRRES010DEL02,37.0,4.4,27.163303,78.057044,27.243303,78.137044,,,,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,39,11.90486548713048,35-44,3.6–4.5,11-12 km
0xde1a,AGRRES010DEL02,30.0,4.9,27.163303,78.057044,27.243303,78.137044,,,,Fog,Jam,2,Snack,motorcycle,2.0,Yes,Metropolitian,47,11.90486548713048,25-34,>4.5,11-12 km
0xcbfe,AGRRES010DEL02,25.0,4.9,27.163303,78.057044,27.243303,78.137044,,,,Fog,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,41,11.90486548713048,<25,>4.5,11-12 km
0xd87e,AGRRES11DEL02,27.0,4.9,27.163303,78.057044,27.243303,78.137044,2022-12-02,,,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,26,11.90486548713048,25-34,>4.5,11-12 km
0xcaea,AGRRES010DEL02,35.0,3.5,27.163303,78.057044,27.243303,78.137044,2022-12-02,,,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Urban,31,11.90486548713048,25-34,2.6–3.5,11-12 km
0xc9e2,AGRRES14DEL02,35.0,4.8,27.16185,78.040165,27.24185,78.120165,,,,Sandstorms,Medium,0,Drinks,motorcycle,0.0,Yes,Metropolitian,47,11.904934021697233,25-34,>4.5,11-12 km
0xc69b,AGRRES14DEL02,23.0,4.2,27.16185,78.040165,27.24185,78.120165,,,,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,36,11.904934021697233,<25,3.6–4.5,11-12 km
0xd4ad,AGRRES18DEL02,29.0,4.7,27.161694,78.034714,27.241694,78.114714,,,,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20,11.904941379677055,25-34,>4.5,11-12 km
0xdc2c,AGRRES18DEL02,22.0,4.9,27.161694,78.034714,27.241694,78.114714,,,,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,27,11.904941379677055,<25,>4.5,11-12 km
0xdfcd,AGRRES01DEL02,39.0,4.7,27.161661,78.011544,27.241661,78.091544,2022-12-02,,,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,42,11.90494293616778,35-44,>4.5,11-12 km
0xe112,AGRRES01DEL02,35.0,4.8,27.161661,78.011544,27.241661,78.091544,,,,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,11.90494293616778,25-34,>4.5,11-12 km
0xc60b,AGRRES01DEL02,27.0,4.9,27.161661,78.011544,27.241661,78.091544,,,,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,21,11.90494293616778,25-34,>4.5,11-12 km
0xd6ef,AGRRES01DEL02,24.0,4.4,27.161661,78.011544,27.241661,78.091544,,,,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,40,11.90494293616778,<25,3.6–4.5,11-12 km
0xd1f2,AGRRES08DEL02,26.0,5.0,27.160934,78.044095,27.240934,78.124095,,,,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,16,11.904977225765217,25-34,>4.5,11-12 km
0xde3f,AGRRES08DEL02,33.0,4.6,27.160934,78.044095,27.240934,78.124095,,,,Sunny,Medium,2,Snack,scooter,1.0,No,Urban,25,11.904977225765217,25-34,>4.5,11-12 km
0xde9f,AGRRES07DEL02,24.0,4.6,27.160934,78.044095,27.240934,78.124095,,,,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,31,11.904977225765217,<25,>4.5,11-12 km
0xd1d1,AGRRES08DEL02,33.0,5.0,27.160934,78.044095,27.240934,78.124095,2022-12-02,,,Sandstorms,Medium,0,Snack,motorcycle,3.0,No,Metropolitian,49,11.904977225765217,25-34,>4.5,11-12 km
0xd5c1,AGRRES07DEL02,33.0,4.6,27.160934,78.044095,27.240934,78.124095,,,,Sunny,Jam,2,Meal,scooter,1.0,No,Urban,27,11.904977225765217,25-34,>4.5,11-12 km
0xd20c,AGRRES08DEL02,30.0,4.4,27.160934,78.044095,27.240934,78.124095,,,,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,39,11.904977225765217,25-34,3.6–4.5,11-12 km
0xd1da,AGRRES03DEL02,21.0,4.5,27.160832,78.011608,27.240832,78.091608,,,,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,20,11.904982036628759,<25,3.6–4.5,11-12 km
0xdb10,AGRRES03DEL02,24.0,4.9,27.160832,78.011608,27.240832,78.091608,2022-12-02,,,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,11.904982036628759,<25,>4.5,11-12 km
0xd19b,AGRRES03DEL02,25.0,4.7,27.160832,78.011608,27.240832,78.091608,,,,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,17,11.904982036628759,<25,>4.5,11-12 km
0xcc13,AGRRES13DEL02,20.0,2.6,27.159795,78.04299,27.239795,78.12299,,,,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,43,11.905030946256336,<25,2.6–3.5,11-12 km
0xcd00,AGRRES13DEL02,39.0,4.7,27.159795,78.04299,27.239795,78.12299,,,,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,38,11.905030946256336,35-44,>4.5,11-12 km
0xca1c,AGRRES13DEL02,29.0,4.9,27.159795,78.04299,27.239795,78.12299,2022-12-02,,,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,34,11.905030946256336,25-34,>4.5,11-12 km
0xc299,AGRRES13DEL02,24.0,4.6,27.159795,78.04299,27.239795,78.12299,,,,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,31,11.905030946256336,<25,>4.5,11-12 km
0xd2a1,AGRRES20DEL02,23.0,4.8,27.158822,78.045359,27.238822,78.125359,,,,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,19,11.905076836019434,<25,>4.5,11-12 km
0xcaab,AGRRES20DEL02,20.0,4.7,27.158822,78.045359,27.238822,78.125359,,,,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,34,11.905076836019434,<25,>4.5,11-12 km
0xd246,AGRRES20DEL02,34.0,4.7,27.158822,78.045359,27.238822,78.125359,,,,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,27,11.905076836019434,25-34,>4.5,11-12 km
0xd369,AGRRES17DEL02,35.0,4.4,27.157772,78.04725,27.237772,78.12725,2022-12-02,,,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,36,11.90512635589474,25-34,3.6–4.5,11-12 km
0xcc87,AGRRES17DEL02,39.0,4.2,27.157772,78.04725,27.237772,78.12725,,,,Fog,Jam,1,Buffet,scooter,1.0,No,Urban,39,11.90512635589474,35-44,3.6–4.5,11-12 km
0xd37b,AGRRES17DEL02,35.0,5.0,27.157772,78.04725,27.237772,78.12725,,,,Windy,Medium,2,Meal,scooter,0.0,No,Metropolitian,22,11.90512635589474,25-34,>4.5,11-12 km
0x4d0f,JAPRES20DEL02,29.0,4.7,26.956431,75.776649,27.036431,75.856649,,,,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,11.914594077317577,25-34,>4.5,11-12 km
0x987f,JAPRES20DEL02,28.0,4.9,26.956431,75.776649,27.036431,75.856649,,,,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,18,11.914594077317577,25-34,>4.5,11-12 km
0x6539,JAPRES20DEL02,25.0,4.6,26.956431,75.776649,27.036431,75.856649,2022-04-04,,,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,23,11.914594077317577,<25,>4.5,11-12 km
0x9372,JAPRES20DEL02,33.0,4.9,26.956431,75.776649,27.036431,75.856649,2022-10-03,,,Stormy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,29,11.914594077317577,25-34,>4.5,11-12 km
0x73a4,JAPRES20DEL02,31.0,4.9,26.956431,75.776649,27.036431,75.856649,,,,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,11.914594077317577,25-34,>4.5,11-12 km
0xbb82,JAPRES20DEL02,33.0,4.7,26.956431,75.776649,27.036431,75.856649,2022-02-03,,,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,53,11.914594077317577,25-34,>4.5,11-12 km
0x1682,JAPRES20DEL02,30.0,4.6,26.956431,75.776649,27.036431,75.856649,,,,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,35,11.914594077317577,25-34,>4.5,11-12 km
0xac44,JAPRES20DEL02,29.0,4.8,26.956431,75.776649,27.036431,75.856649,,,,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,17,11.914594077317577,25-34,>4.5,11-12 km
0xa1f5,JAPRES20DEL02,24.0,4.6,26.956431,75.776649,27.036431,75.856649,2022-06-04,,,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,18,11.914594077317577,<25,>4.5,11-12 km
0x4802,JAPRES20DEL02,29.0,4.6,26.956431,75.776649,27.036431,75.856649,,,,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,20,11.914594077317577,25-34,>4.5,11-12 km
0x874b,JAPRES20DEL02,29.0,4.6,26.956431,75.776649,27.036431,75.856649,2022-08-03,,,Cloudy,Low,1,Snack,scooter,0.0,No,Metropolitian,22,11.914594077317577,25-34,>4.5,11-12 km
0xc21,JAPRES20DEL02,39.0,4.7,26.956431,75.776649,27.036431,75.856649,,,,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Semi-Urban,48,11.914594077317577,35-44,>4.5,11-12 km
0x5a3e,JAPRES20DEL02,24.0,4.9,26.956431,75.776649,27.036431,75.856649,2022-04-03,,,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,46,11.914594077317577,<25,>4.5,11-12 km
0xaea2,JAPRES20DEL02,36.0,4.8,26.956431,75.776649,27.036431,75.856649,2022-06-03,,,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,43,11.914594077317577,35-44,>4.5,11-12 km
0x7729,JAPRES20DEL02,27.0,4.7,26.956431,75.776649,27.036431,75.856649,,,,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,36,11.914594077317577,25-34,>4.5,11-12 km
0xb41a,JAPRES20DEL02,22.0,4.8,26.956431,75.776649,27.036431,75.856649,,,,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Urban,44,11.914594077317577,<25,>4.5,11-12 km
0x28ad,JAPRES010DEL02,24.0,4.6,26.921411,75.793604,27.001411,75.873604,2022-04-04,,,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,28,11.916235157217862,<25,>4.5,11-12 km
0x59ba,JAPRES010DEL02,24.0,4.6,26.921411,75.793604,27.001411,75.873604,,,,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,11.916235157217862,<25,>4.5,11-12 km
0x8812,JAPRES010DEL02,37.0,4.4,26.921411,75.793604,27.001411,75.873604,,,,Fog,Medium,2,Drinks,electric_scooter,0.0,No,Urban,32,11.916235157217862,35-44,3.6–4.5,11-12 km
0x7d17,JAPRES010DEL02,21.0,3.1,26.921411,75.793604,27.001411,75.873604,,,,Sunny,Low,2,Drinks,electric_scooter,2.0,No,Metropolitian,33,11.916235157217862,<25,2.6–3.5,11-12 km
0x664b,JAPRES010DEL02,30.0,4.3,26.921411,75.793604,27.001411,75.873604,,,,Fog,Medium,1,Snack,scooter,0.0,No,Urban,33,11.916235157217862,25-34,3.6–4.5,11-12 km
0x95a6,JAPRES010DEL02,32.0,4.8,26.921411,75.793604,27.001411,75.873604,,,,Cloudy,Jam,1,Drinks,scooter,2.0,No,Urban,37,11.916235157217862,25-34,>4.5,11-12 km
0xb252,JAPRES010DEL02,22.0,4.3,26.921411,75.793604,27.001411,75.873604,,,,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,43,11.916235157217862,<25,3.6–4.5,11-12 km
0xb5a0,JAPRES010DEL02,30.0,4.6,26.921411,75.793604,27.001411,75.873604,2022-06-04,,,Windy,Medium,1,Snack,motorcycle,1.0,No,Urban,30,11.916235157217862,25-34,>4.5,11-12 km
0x11df,JAPRES010DEL02,22.0,4.7,26.921411,75.793604,27.001411,75.873604,2022-06-03,,,Windy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,32,11.916235157217862,<25,>4.5,11-12 km
0x1996,JAPRES010DEL02,38.0,4.8,26.921411,75.793604,27.001411,75.873604,2022-08-03,,,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,11.916235157217862,35-44,>4.5,11-12 km
0xa789,JAPRES010DEL02,30.0,4.7,26.921411,75.793604,27.001411,75.873604,2022-02-04,,,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,27,11.916235157217862,25-34,>4.5,11-12 km
0x95bc,JAPRES02DEL02,35.0,4.7,26.914142,75.805704,26.994142,75.885704,,,,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,23,11.91657558009644,25-34,>4.5,11-12 km
0x8a79,JAPRES02DEL02,29.0,4.8,26.914142,75.805704,26.994142,75.885704,2022-04-04,,,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,15,11.91657558009644,25-34,>4.5,11-12 km
0x2d64,JAPRES02DEL02,31.0,5.0,26.914142,75.805704,26.994142,75.885704,2022-02-04,,,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,38,11.91657558009644,25-34,>4.5,11-12 km
0x8fa2,JAPRES02DEL02,27.0,4.6,26.914142,75.805704,26.994142,75.885704,,,,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,11.91657558009644,25-34,>4.5,11-12 km
0x761e,JAPRES02DEL02,37.0,4.7,26.914142,75.805704,26.994142,75.885704,,,,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,42,11.91657558009644,35-44,>4.5,11-12 km
0x4689,JAPRES02DEL02,22.0,4.5,26.914142,75.805704,26.994142,75.885704,2022-12-03,,,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,17,11.91657558009644,<25,3.6–4.5,11-12 km
0x4013,JAPRES02DEL02,24.0,4.5,26.914142,75.805704,26.994142,75.885704,2022-06-04,,,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,13,11.91657558009644,<25,3.6–4.5,11-12 km
0x4a9b,JAPRES02DEL02,27.0,4.6,26.914142,75.805704,26.994142,75.885704,2022-08-03,,,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,11.91657558009644,25-34,>4.5,11-12 km
0x9ed3,JAPRES02DEL02,29.0,5.0,26.914142,75.805704,26.994142,75.885704,2022-10-03,,,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,36,11.91657558009644,25-34,>4.5,11-12 km
